"GOID","Ontology","Description","GeneRatio","BgRatio","pvalue","Count","geneID","p.adjust"
"GO:0034248","BP","regulation of amide metabolic process","6/51","602/191179",1.51839185652342e-08,6,"POLR2G/PURA/RBM4/RPL10/RPS27L/ZCCHC13",1.82516898671896e-07
"GO:0044085","BP","cellular component biogenesis","10/51","3344/191179",1.75857964194385e-08,10,"EIF2S3B/MCTS1/NOP2/NUDT16/RPL10/RPS27L/RPS8/RPSA/SMN1/UTP3",2.07160681820986e-07
"GO:0010608","BP","post-transcriptional regulation of gene expression","7/51","1093/191179",1.82178149258297e-08,7,"FASTKD5/POLR2G/PURA/RBM4/RPL10/RPS27L/ZCCHC13",2.10397901790464e-07
"GO:0042274","BP","ribosomal small subunit biogenesis","4/51","104/191179",2.02427917366518e-08,4,"RPS27L/RPS8/RPSA/UTP3",2.2928854486323e-07
"GO:0048522","BP","positive regulation of cellular process","12/51","5813/191179",3.24991523461826e-08,12,"DDX19A/FUBP1/MCTS1/NOP2/NUDT16/POLR2G/PURA/RBM4/RNASE10/RPS20/RPS27L/ZCCHC13",3.61169825130218e-07
"GO:0050794","BP","regulation of cellular process","16/51","11770/191179",3.7882970341726e-08,16,"DDX19A/FASTKD5/FUBP1/MCTS1/NOP2/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RNASE10/RPL10/RPS20/RPS27L/ZCCHC13",4.13204991319938e-07
"GO:0006401","BP","RNA catabolic process","5/51","367/191179",5.54171423785461e-08,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",5.93467215653885e-07
"GO:0045727","BP","positive regulation of translation","4/51","141/191179",6.89540943196464e-08,4,"POLR2G/RBM4/RPS27L/ZCCHC13",7.25249313469138e-07
"GO:0050789","BP","regulation of biological process","16/51","12318/191179",7.10636136874138e-08,16,"DDX19A/FASTKD5/FUBP1/MCTS1/NOP2/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RNASE10/RPL10/RPS20/RPS27L/ZCCHC13",7.34324008103276e-07
"GO:0048518","BP","positive regulation of biological process","12/51","6375/191179",8.83619622068888e-08,12,"DDX19A/FUBP1/MCTS1/NOP2/NUDT16/POLR2G/PURA/RBM4/RNASE10/RPS20/RPS27L/ZCCHC13",8.97330961032026e-07
"GO:0065007","BP","biological regulation","16/51","12729/191179",1.11524929546078e-07,16,"DDX19A/FASTKD5/FUBP1/MCTS1/NOP2/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RNASE10/RPL10/RPS20/RPS27L/ZCCHC13",1.11335904241763e-06
"GO:0034250","BP","positive regulation of amide metabolic process","4/51","169/191179",1.42544042389011e-07,4,"POLR2G/RBM4/RPS27L/ZCCHC13",1.39930734945213e-06
"GO:0010468","BP","regulation of gene expression","11/51","5467/191179",1.71478155177508e-07,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",1.65574808851725e-06
"GO:0009451","BP","RNA modification","4/51","180/191179",1.83446013034657e-07,4,"CMTR2/LCMT2/NOP2/TRMT12",1.74273712382924e-06
"GO:0010556","BP","regulation of macromolecule biosynthetic process","11/51","5594/191179",2.15395371861172e-07,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",2.01377577819413e-06
"GO:0034655","BP","nucleobase-containing compound catabolic process","5/51","496/191179",2.45241211959823e-07,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",2.25698552881775e-06
"GO:0043933","BP","protein-containing complex organization","8/51","2426/191179",2.6068108604018e-07,8,"EIF2S3B/MCTS1/NOP2/RPL10/RPS27L/RPSA/SMN1/UTP3",2.36217168734871e-06
"GO:0031326","BP","regulation of cellular biosynthetic process","11/51","5722/191179",2.69490161539653e-07,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",2.40499553252812e-06
"GO:0009889","BP","regulation of biosynthetic process","11/51","5753/191179",2.84278682772389e-07,11,"FASTKD5/FUBP1/NUDT16/PNRC2/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",2.49910662914832e-06
"GO:0065003","BP","protein-containing complex assembly","7/51","1662/191179",3.07309172955511e-07,7,"EIF2S3B/MCTS1/NOP2/RPL10/RPS27L/RPSA/SMN1",2.66183974809994e-06
"GO:0043414","BP","macromolecule methylation","4/51","210/191179",3.39490704614788e-07,4,"CMTR2/LCMT2/NOP2/TRMT12",2.89797137707406e-06
"GO:0044270","BP","cellular nitrogen compound catabolic process","5/51","534/191179",3.52541999430759e-07,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",2.95160808789832e-06
"GO:0046700","BP","heterocycle catabolic process","5/51","535/191179",3.55796560680443e-07,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",2.95160808789832e-06
"GO:0019439","BP","aromatic compound catabolic process","5/51","553/191179",4.18559946140002e-07,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",3.42405289272863e-06
"GO:0006364","BP","rRNA processing","4/51","225/191179",4.46927101260627e-07,4,"NOP2/NUDT16/RPS8/UTP3",3.60602825537684e-06
"GO:1901361","BP","organic cyclic compound catabolic process","5/51","582/191179",5.37794783051188e-07,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",4.28055577320472e-06
"GO:0016072","BP","rRNA metabolic process","4/51","264/191179",8.43958984915318e-07,4,"NOP2/NUDT16/RPS8/UTP3",6.62789122820163e-06
"GO:0031590","BP","wybutosine metabolic process","2/51","6/191179",1.04581890561423e-06,2,"LCMT2/TRMT12",7.99983552476336e-06
"GO:0031591","BP","wybutosine biosynthetic process","2/51","6/191179",1.04581890561423e-06,2,"LCMT2/TRMT12",7.99983552476336e-06
