"GOID","Ontology","Description","GeneRatio","BgRatio","pvalue","Count","geneID","p.adjust"
"GO:0010629","BP","negative regulation of gene expression","6/51","1623/191179",4.82008907710438e-06,6,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4",3.20855939255593e-05
"GO:0032774","BP","RNA biosynthetic process","8/51","3599/191179",4.84824763900641e-06,8,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10/SMN1",3.20855939255593e-05
"GO:0051028","BP","mRNA transport","3/51","127/191179",5.82396780848298e-06,3,"DDX19A/HNRNPA1L2/NXF5",3.81146337688497e-05
"GO:0008033","BP","tRNA processing","3/51","134/191179",6.84058347955669e-06,3,"ADAT3/LCMT2/TRMT12",4.42758644995483e-05
"GO:0006366","BP","transcription by RNA polymerase II","7/51","2693/191179",7.35334176523179e-06,7,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10",4.70773728230601e-05
"GO:0010558","BP","negative regulation of macromolecule biosynthetic process","7/51","2751/191179",8.43811673487556e-06,7,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10",5.34414059875452e-05
"GO:0031327","BP","negative regulation of cellular biosynthetic process","7/51","2801/191179",9.4770663146347e-06,7,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10",5.93828942480834e-05
"GO:0009890","BP","negative regulation of biosynthetic process","7/51","2815/191179",9.78629602177451e-06,7,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10",6.0675035335002e-05
"GO:0034654","BP","nucleobase-containing compound biosynthetic process","8/51","4027/191179",1.09368457816486e-05,8,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10/SMN1",6.71021058894898e-05
"GO:0050657","BP","nucleic acid transport","3/51","158/191179",1.1201689695351e-05,3,"DDX19A/HNRNPA1L2/NXF5",6.73244411281809e-05
"GO:0050658","BP","RNA transport","3/51","158/191179",1.1201689695351e-05,3,"DDX19A/HNRNPA1L2/NXF5",6.73244411281809e-05
"GO:0000028","BP","ribosomal small subunit assembly","2/51","19/191179",1.18958838612632e-05,2,"RPS27L/RPSA",6.93730256859807e-05
"GO:0051236","BP","establishment of RNA localization","3/51","161/191179",1.18495031070532e-05,3,"DDX19A/HNRNPA1L2/NXF5",6.93730256859807e-05
"GO:0110154","BP","RNA decapping","2/51","19/191179",1.18958838612632e-05,2,"NUDT16/PNRC2",6.93730256859807e-05
"GO:0018130","BP","heterocycle biosynthetic process","8/51","4104/191179",1.25318164040867e-05,8,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10/SMN1",7.23650966863437e-05
"GO:0019438","BP","aromatic compound biosynthetic process","8/51","4117/191179",1.28195683969431e-05,8,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10/SMN1",7.33080173378589e-05
"GO:0072331","BP","signal transduction by p53 class mediator","3/51","175/191179",1.52001229347194e-05,3,"NOP2/RPS20/RPS27L",8.60853116206703e-05
"GO:0051171","BP","regulation of nitrogen compound metabolic process","9/51","5608/191179",1.59378259988774e-05,9,"FASTKD5/NUDT16/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",8.94036144127505e-05
"GO:1901362","BP","organic cyclic compound biosynthetic process","8/51","4272/191179",1.67036750039225e-05,8,"POLR2G/POLR2J/POLR2J2/POLR2J3/POLR2K/PURA/RPL10/SMN1",9.28157035595316e-05
"GO:0022607","BP","cellular component assembly","7/51","3073/191179",1.7172417336401e-05,7,"EIF2S3B/MCTS1/NOP2/RPL10/RPS27L/RPSA/SMN1",9.45285402910299e-05
"GO:1901659","BP","glycosyl compound biosynthetic process","2/51","23/191179",1.75883201778012e-05,2,"LCMT2/TRMT12",9.59214868956011e-05
"GO:0010628","BP","positive regulation of gene expression","5/51","1201/191179",1.79363749483519e-05,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",9.69222462805439e-05
"GO:0080090","BP","regulation of primary metabolic process","9/51","5780/191179",2.02118342258845e-05,9,"FASTKD5/NUDT16/POLR2G/POLR2K/PURA/RBM4/RPL10/RPS27L/ZCCHC13",0.000108225185082236
"GO:0016973","BP","poly(A)+ mRNA export from nucleus","2/51","25/191179",2.08485916210783e-05,2,"DDX19A/NXF5",0.000110629013196532
"GO:0006399","BP","tRNA metabolic process","3/51","197/191179",2.16358531684003e-05,3,"ADAT3/LCMT2/TRMT12",0.000112774491293697
"GO:0006403","BP","RNA localization","3/51","197/191179",2.16358531684003e-05,3,"DDX19A/HNRNPA1L2/NXF5",0.000112774491293697
"GO:0000027","BP","ribosomal large subunit assembly","2/51","26/191179",2.25821165099927e-05,2,"NOP2/RPL10",0.000116674268634963
"GO:0031324","BP","negative regulation of cellular metabolic process","7/51","3213/191179",2.28089817509843e-05,7,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10",0.000116821654359389
"GO:0010605","BP","negative regulation of macromolecule metabolic process","7/51","3258/191179",2.49158803997009e-05,7,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10",0.000126512530650205
"GO:0015931","BP","nucleobase-containing compound transport","3/51","225/191179",3.21267240287862e-05,3,"DDX19A/HNRNPA1L2/NXF5",0.000161731969683377
"GO:0009892","BP","negative regulation of metabolic process","7/51","3467/191179",3.69241389316326e-05,7,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10",0.000184307778226539
"GO:0051246","BP","regulation of protein metabolic process","6/51","2356/191179",3.90115704861046e-05,6,"POLR2G/PURA/RBM4/RPL10/RPS27L/ZCCHC13",0.000193090882490047
"GO:0009057","BP","macromolecule catabolic process","5/51","1419/191179",3.95857392181977e-05,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",0.00019430000332932
"GO:0000462","BP","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/51","36/191179",4.36998607754421e-05,2,"RPS8/UTP3",0.000212720809890375
"GO:0016043","BP","cellular component organization","9/51","6536/191179",5.2534531899018e-05,9,"EIF2S3B/MCTS1/NOP2/PURA/RPL10/RPS27L/RPSA/SMN1/UTP3",0.000253629830233784
"GO:0030488","BP","tRNA methylation","2/51","43/191179",6.25616344227549e-05,2,"LCMT2/TRMT12",0.000299583761585387
"GO:0044248","BP","cellular catabolic process","5/51","1597/191179",6.90280774403279e-05,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",0.000326371525219172
"GO:0051252","BP","regulation of RNA metabolic process","7/51","3833/191179",6.92639060312335e-05,7,"FASTKD5/NUDT16/POLR2G/POLR2K/PURA/RBM4/RPL10",0.000326371525219172
"GO:0017148","BP","negative regulation of translation","3/51","317/191179",8.86503430380849e-05,3,"POLR2G/PURA/RBM4",0.000414405174995492
"GO:0030490","BP","maturation of SSU-rRNA","2/51","53/191179",9.5307701302301e-05,2,"RPS8/UTP3",0.000442017606827207
"GO:0006913","BP","nucleocytoplasmic transport","3/51","330/191179",9.98037448918355e-05,3,"DDX19A/NXF5/RBM4",0.00045218773647147
"GO:0042742","BP","defense response to bacterium","3/51","330/191179",9.98037448918355e-05,3,"RNASE10/RNASE13/RNASE3",0.00045218773647147
"GO:0051169","BP","nuclear transport","3/51","330/191179",9.98037448918355e-05,3,"DDX19A/NXF5/RBM4",0.00045218773647147
"GO:0048523","BP","negative regulation of cellular process","8/51","5526/191179",0.000101804985128565,8,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10/RPS27L",0.000457733864433013
"GO:0019219","BP","regulation of nucleobase-containing compound metabolic process","7/51","4121/191179",0.000108546336573211,7,"FASTKD5/NUDT16/POLR2G/POLR2K/PURA/RBM4/RPL10",0.000484346910921375
"GO:0034249","BP","negative regulation of amide metabolic process","3/51","345/191179",0.000113765731192958,3,"POLR2G/PURA/RBM4",0.000503819666711669
"GO:1903311","BP","regulation of mRNA metabolic process","3/51","362/191179",0.000131060495443024,3,"FASTKD5/POLR2G/RBM4",0.000576079341910009
"GO:0050896","BP","response to stimulus","10/51","9207/191179",0.000138542951652686,10,"DDX19A/MCTS1/NOP2/RBM4/RNASE10/RNASE13/RNASE3/RPL3/RPS20/RPS27L",0.000604457766840239
"GO:0070925","BP","organelle assembly","4/51","988/191179",0.000146054084417585,4,"NOP2/RPL10/RPS27L/RPSA",0.000632543056779099
"GO:0048519","BP","negative regulation of biological process","8/51","5874/191179",0.000154717652671055,8,"FASTKD5/NUDT16/PNRC2/POLR2G/PURA/RBM4/RPL10/RPS27L",0.000665172973892347
"GO:0006406","BP","mRNA export from nucleus","2/51","70/191179",0.000166546519584408,2,"DDX19A/NXF5",0.000710839855327653
"GO:0042273","BP","ribosomal large subunit biogenesis","2/51","76/191179",0.000196344412237952,2,"NOP2/RPL10",0.000831991789986718
"GO:1901657","BP","glycosyl compound metabolic process","2/51","82/191179",0.000228558758557007,2,"LCMT2/TRMT12",0.000961579348500552
"GO:0006446","BP","regulation of translational initiation","2/51","83/191179",0.000234162222229471,2,"POLR2G/RBM4",0.000978167013426657
"GO:1901575","BP","organic substance catabolic process","5/51","2169/191179",0.000285001632676756,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",0.00118215465948316
"GO:0006405","BP","RNA export from nucleus","2/51","92/191179",0.000287598863412676,2,"DDX19A/NXF5",0.00118458552832214
"GO:0006400","BP","tRNA modification","2/51","94/191179",0.000300206819320831,2,"LCMT2/TRMT12",0.00122792928180535
"GO:1901796","BP","regulation of signal transduction by p53 class mediator","2/51","107/191179",0.000388629939998038,2,"NOP2/RPS20",0.00157864161833686
"GO:0006996","BP","organelle organization","6/51","3613/191179",0.00039459456695156,6,"MCTS1/NOP2/PURA/RPL10/RPS27L/RPSA",0.00159189178037307
"GO:0051247","BP","positive regulation of protein metabolic process","4/51","1306/191179",0.00041962864036121,4,"POLR2G/RBM4/RPS27L/ZCCHC13",0.00168136917804594
"GO:0051172","BP","negative regulation of nitrogen compound metabolic process","5/51","2410/191179",0.000460176669887614,5,"NUDT16/POLR2G/PURA/RBM4/RPL10",0.00183137877407976
"GO:0036451","BP","cap mRNA methylation","1/51","2/191179",0.000533461633574706,1,"CMTR2",0.00209472601450334
"GO:0097309","BP","cap1 mRNA methylation","1/51","2/191179",0.000533461633574706,1,"CMTR2",0.00209472601450334
"GO:0000956","BP","nuclear-transcribed mRNA catabolic process","2/51","128/191179",0.00055501526672536,2,"PNRC2/POLR2G",0.00216492710000819
"GO:0010557","BP","positive regulation of macromolecule biosynthetic process","5/51","2610/191179",0.000658923330354299,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",0.00255332790512291
"GO:0009056","BP","catabolic process","5/51","2619/191179",0.000669168057225958,5,"FASTKD5/NUDT16/PNRC2/POLR2G/RNASE3",0.0025760783379483
"GO:0006950","BP","response to stress","6/51","4034/191179",0.000702529739479759,6,"MCTS1/RBM4/RNASE10/RNASE13/RNASE3/RPS27L",0.00268694815943882
"GO:0031328","BP","positive regulation of cellular biosynthetic process","5/51","2699/191179",0.000765570959627568,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",0.00290916964658476
"GO:0009891","BP","positive regulation of biosynthetic process","5/51","2720/191179",0.000792515046645561,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",0.00296384731411002
"GO:0016077","BP","sno(s)RNA catabolic process","1/51","3/191179",0.000800087814844641,1,"NUDT16",0.00296384731411002
"GO:0110155","BP","NAD-cap decapping","1/51","3/191179",0.000800087814844641,1,"NUDT16",0.00296384731411002
"GO:2000233","BP","negative regulation of rRNA processing","1/51","3/191179",0.000800087814844641,1,"NUDT16",0.00296384731411002
"GO:0046907","BP","intracellular transport","4/51","1601/191179",0.000895321801833197,4,"DDX19A/NXF5/PURA/RBM4",0.0032786289218422
"GO:0140053","BP","mitochondrial gene expression","2/51","163/191179",0.00089619568152223,2,"FASTKD5/MRPS28",0.0032786289218422
"GO:0051168","BP","nuclear export","2/51","168/191179",0.000951384270954235,2,"DDX19A/NXF5",0.00345904528143237
"GO:0002190","BP","cap-independent translational initiation","1/51","4/191179",0.00106664426294223,1,"RBM4",0.00376199683157469
"GO:0009217","BP","purine deoxyribonucleoside triphosphate catabolic process","1/51","4/191179",0.00106664426294223,1,"NUDT16",0.00376199683157469
"GO:0009617","BP","response to bacterium","3/51","739/191179",0.00104335534615676,3,"RNASE10/RNASE13/RNASE3",0.00376199683157469
"GO:0032055","BP","negative regulation of translation in response to stress","1/51","4/191179",0.00106664426294223,1,"RBM4",0.00376199683157469
"GO:0097167","BP","circadian regulation of translation","1/51","4/191179",0.00106664426294223,1,"RBM4",0.00376199683157469
"GO:0044419","BP","biological process involved in interspecies interaction between organisms","4/51","1755/191179",0.00125488438394635,4,"RNASE10/RNASE13/RNASE3/RPSA",0.00439956489371668
"GO:0009146","BP","purine nucleoside triphosphate catabolic process","1/51","5/191179",0.00133313099573962,1,"NUDT16",0.00453881015312506
"GO:0009204","BP","deoxyribonucleoside triphosphate catabolic process","1/51","5/191179",0.00133313099573962,1,"NUDT16",0.00453881015312506
"GO:0043152","BP","induction of bacterial agglutination","1/51","5/191179",0.00133313099573962,1,"RNASE3",0.00453881015312506
"GO:0098961","BP","dendritic transport of ribonucleoprotein complex","1/51","5/191179",0.00133313099573962,1,"PURA",0.00453881015312506
"GO:0098963","BP","dendritic transport of messenger ribonucleoprotein complex","1/51","5/191179",0.00133313099573962,1,"PURA",0.00453881015312506
"GO:0009215","BP","purine deoxyribonucleoside triphosphate metabolic process","1/51","6/191179",0.00159954803110651,1,"NUDT16",0.00538362165898135
"GO:0031087","BP","deadenylation-independent decapping of nuclear-transcribed mRNA","1/51","6/191179",0.00159954803110651,1,"PNRC2",0.00538362165898135
"GO:0031086","BP","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","1/51","7/191179",0.00186589538690674,1,"PNRC2",0.0061397339826149
"GO:0043488","BP","regulation of mRNA stability","2/51","235/191179",0.00184356692626378,2,"FASTKD5/POLR2G",0.0061397339826149
"GO:0044528","BP","regulation of mitochondrial mRNA stability","1/51","7/191179",0.00186589538690674,1,"FASTKD5",0.0061397339826149
"GO:0090071","BP","negative regulation of ribosome biogenesis","1/51","7/191179",0.00186589538690674,1,"NUDT16",0.0061397339826149
"GO:0043487","BP","regulation of RNA stability","2/51","247/191179",0.00203292053804503,2,"FASTKD5/POLR2G",0.0066521677606029
"GO:0006370","BP","7-methylguanosine mRNA capping","1/51","8/191179",0.00213217308100055,1,"CMTR2",0.0068625680038761
"GO:0009200","BP","deoxyribonucleoside triphosphate metabolic process","1/51","8/191179",0.00213217308100055,1,"NUDT16",0.0068625680038761
"GO:0061013","BP","regulation of mRNA catabolic process","2/51","252/191179",0.00211442917336008,2,"FASTKD5/POLR2G",0.0068625680038761
"GO:0031325","BP","positive regulation of cellular metabolic process","5/51","3426/191179",0.00218412682886682,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",0.00699157990327478
"GO:0071705","BP","nitrogen compound transport","4/51","2075/191179",0.00230508389052183,4,"DDX19A/HNRNPA1L2/NXF5/RBM4",0.00733888871090465
"GO:0009452","BP","7-methylguanosine RNA capping","1/51","9/191179",0.00239838113124302,1,"CMTR2",0.00751407705479861
"GO:0010604","BP","positive regulation of macromolecule metabolic process","5/51","3496/191179",0.00238323067892432,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",0.00751407705479861
"GO:0090069","BP","regulation of ribosome biogenesis","1/51","9/191179",0.00239838113124302,1,"NUDT16",0.00751407705479861
"GO:0051248","BP","negative regulation of protein metabolic process","3/51","1009/191179",0.00252772293043991,3,"POLR2G/PURA/RBM4",0.00787740109010111
"GO:0009155","BP","purine deoxyribonucleotide catabolic process","1/51","10/191179",0.00266451955548452,1,"NUDT16",0.00826001062200202
"GO:0051649","BP","establishment of localization in cell","4/51","2169/191179",0.00270241164472275,4,"DDX19A/NXF5/PURA/RBM4",0.00833361496723403
"GO:1901135","BP","carbohydrate derivative metabolic process","3/51","1037/191179",0.00272996779339323,3,"LCMT2/NUDT16/TRMT12",0.00837474494952402
"GO:0070475","BP","rRNA base methylation","1/51","11/191179",0.00293058837157223,1,"NOP2",0.0088067170962043
"GO:0075522","BP","IRES-dependent viral translational initiation","1/51","11/191179",0.00293058837157223,1,"MCTS1",0.0088067170962043
"GO:1902093","BP","positive regulation of flagellated sperm motility","1/51","11/191179",0.00293058837157223,1,"RNASE10",0.0088067170962043
"GO:2000155","BP","positive regulation of cilium-dependent cell motility","1/51","11/191179",0.00293058837157223,1,"RNASE10",0.0088067170962043
"GO:0003353","BP","positive regulation of cilium movement","1/51","12/191179",0.00319658759734764,1,"RNASE10",0.009509040883019
"GO:0098935","BP","dendritic transport","1/51","12/191179",0.00319658759734764,1,"PURA",0.009509040883019
"GO:0009143","BP","nucleoside triphosphate catabolic process","1/51","13/191179",0.00346251725064861,1,"NUDT16",0.0100961517853071
"GO:0009893","BP","positive regulation of metabolic process","5/51","3810/191179",0.00344252719688431,5,"FUBP1/POLR2G/RBM4/RPS27L/ZCCHC13",0.0100961517853071
"GO:0032790","BP","ribosome disassembly","1/51","13/191179",0.00346251725064861,1,"MCTS1",0.0100961517853071
"GO:0060213","BP","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","1/51","13/191179",0.00346251725064861,1,"POLR2G",0.0100961517853071
"GO:0060211","BP","regulation of nuclear-transcribed mRNA poly(A) tail shortening","1/51","15/191179",0.00399416791115281,1,"POLR2G",0.0115321808807304
"GO:2000767","BP","positive regulation of cytoplasmic translation","1/51","15/191179",0.00399416791115281,1,"ZCCHC13",0.0115321808807304
"GO:0009151","BP","purine deoxyribonucleotide metabolic process","1/51","16/191179",0.00425988895400886,1,"NUDT16",0.0120628586245732
"GO:0016074","BP","sno(s)RNA metabolic process","1/51","16/191179",0.00425988895400886,1,"NUDT16",0.0120628586245732
"GO:0110156","BP","methylguanosine-cap decapping","1/51","16/191179",0.00425988895400886,1,"PNRC2",0.0120628586245732
"GO:2000232","BP","regulation of rRNA processing","1/51","16/191179",0.00425988895400886,1,"NUDT16",0.0120628586245732
"GO:0098542","BP","defense response to other organism","3/51","1231/191179",0.00440640667624799,3,"RNASE10/RNASE13/RNASE3",0.0124180551785171
"GO:0080154","BP","regulation of fertilization","1/51","17/191179",0.00452554049569476,1,"RNASE10",0.012632906881347
"GO:1990403","BP","embryonic brain development","1/51","17/191179",0.00452554049569476,1,"RPL10",0.012632906881347
"GO:0006978","BP","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","1/51","18/191179",0.00479112255402636,1,"RPS27L",0.0132486910062044
"GO:0080009","BP","mRNA methylation","1/51","18/191179",0.00479112255402636,1,"CMTR2",0.0132486910062044
"GO:0008284","BP","positive regulation of cell population proliferation","3/51","1286/191179",0.0049731347251125,3,"MCTS1/NOP2/PURA",0.0136877399677162
"GO:0042772","BP","DNA damage response, signal transduction resulting in transcription","1/51","19/191179",0.00505663514681298,1,"RPS27L",0.0138528283789435
"GO:0000291","BP","nuclear-transcribed mRNA catabolic process, exonucleolytic","1/51","20/191179",0.00532207829186138,1,"POLR2G",0.0144456410779095
"GO:1901317","BP","regulation of flagellated sperm motility","1/51","20/191179",0.00532207829186138,1,"RNASE10",0.0144456410779095
"GO:0000963","BP","mitochondrial RNA processing","1/51","21/191179",0.00558745200697419,1,"FASTKD5",0.0148914444891756
"GO:0006268","BP","DNA unwinding involved in DNA replication","1/51","21/191179",0.00558745200697419,1,"PURA",0.0148914444891756
"GO:0019081","BP","viral translation","1/51","21/191179",0.00558745200697419,1,"MCTS1",0.0148914444891756
"GO:0043555","BP","regulation of translation in response to stress","1/51","21/191179",0.00558745200697419,1,"RBM4",0.0148914444891756
"GO:0007018","BP","microtubule-based movement","2/51","420/191179",0.00571725287994292,2,"PURA/RNASE10",0.0151687475057945
"GO:0045947","BP","negative regulation of translational initiation","1/51","22/191179",0.00585275630994642,1,"RBM4",0.015458625410576
"GO:0016032","BP","viral process","2/51","432/191179",0.00603672223465087,2,"MCTS1/RPSA",0.0158733455187918
"GO:0009605","BP","response to external stimulus","4/51","2784/191179",0.00651179291610679,4,"RBM4/RNASE10/RNASE13/RNASE3",0.0170464267892751
"GO:0043153","BP","entrainment of circadian clock by photoperiod","1/51","25/191179",0.00664825292393223,1,"RBM4",0.0172503126528462
"GO:0090305","BP","nucleic acid phosphodiester bond hydrolysis","1/51","25/191179",0.00664825292393223,1,"PNRC2",0.0172503126528462
"GO:0006810","BP","transport","5/51","4490/191179",0.00683786068845434,5,"DDX19A/HNRNPA1L2/NXF5/PURA/RBM4",0.0176644734451737
"GO:0051253","BP","negative regulation of RNA metabolic process","3/51","1452/191179",0.00694242282607128,3,"NUDT16/PURA/RPL10",0.0177990313165161
"GO:0071702","BP","organic substance transport","4/51","2837/191179",0.00695038574329152,4,"DDX19A/HNRNPA1L2/NXF5/RBM4",0.0177990313165161
"GO:0031167","BP","rRNA methylation","1/51","27/191179",0.0071782372653052,1,"NOP2",0.0183029512955185
"GO:0000470","BP","maturation of LSU-rRNA","1/51","28/191179",0.00744312546893067,1,"NOP2",0.0187350465863255
"GO:0002227","BP","innate immune response in mucosa","1/51","28/191179",0.00744312546893067,1,"RNASE3",0.0187350465863255
"GO:0009648","BP","photoperiodism","1/51","28/191179",0.00744312546893067,1,"RBM4",0.0187350465863255
"GO:0009264","BP","deoxyribonucleotide catabolic process","1/51","29/191179",0.0077079443848721,1,"NUDT16",0.0189165801778736
"GO:0031571","BP","mitotic G1 DNA damage checkpoint signaling","1/51","29/191179",0.0077079443848721,1,"RPS27L",0.0189165801778736
"GO:0044819","BP","mitotic G1/S transition checkpoint signaling","1/51","29/191179",0.0077079443848721,1,"RPS27L",0.0189165801778736
"GO:0046386","BP","deoxyribose phosphate catabolic process","1/51","29/191179",0.0077079443848721,1,"NUDT16",0.0189165801778736
"GO:0060295","BP","regulation of cilium movement involved in cell motility","1/51","29/191179",0.0077079443848721,1,"RNASE10",0.0189165801778736
"GO:1902019","BP","regulation of cilium-dependent cell motility","1/51","29/191179",0.0077079443848721,1,"RNASE10",0.0189165801778736
"GO:0006353","BP","DNA-templated transcription termination","1/51","30/191179",0.00797269403089018,1,"SMN1",0.0192455605909603
"GO:0009649","BP","entrainment of circadian clock","1/51","30/191179",0.00797269403089018,1,"RBM4",0.0192455605909603
"GO:0045948","BP","positive regulation of translational initiation","1/51","30/191179",0.00797269403089018,1,"POLR2G",0.0192455605909603
"GO:1901798","BP","positive regulation of signal transduction by p53 class mediator","1/51","30/191179",0.00797269403089018,1,"RPS20",0.0192455605909603
"GO:0051234","BP","establishment of localization","5/51","4684/191179",0.00812974240793327,5,"DDX19A/HNRNPA1L2/NXF5/PURA/RBM4",0.019544564401113
"GO:0033036","BP","macromolecule localization","4/51","2995/191179",0.00837318209780927,4,"DDX19A/HNRNPA1L2/NXF5/RBM4",0.0200479847789011
"GO:0046685","BP","response to arsenic-containing substance","1/51","32/191179",0.00850198558418092,1,"RBM4",0.020273965623816
"GO:0043207","BP","response to external biotic stimulus","3/51","1576/191179",0.00867652462307767,3,"RNASE10/RNASE13/RNASE3",0.020441892011971
"GO:0045934","BP","negative regulation of nucleobase-containing compound metabolic process","3/51","1574/191179",0.00864672342674472,3,"NUDT16/PURA/RPL10",0.020441892011971
"GO:0051707","BP","response to other organism","3/51","1573/191179",0.00863184556627219,3,"RNASE10/RNASE13/RNASE3",0.020441892011971
"GO:0016556","BP","mRNA modification","1/51","33/191179",0.00876652752695384,1,"CMTR2",0.0204900187038723
"GO:2000765","BP","regulation of cytoplasmic translation","1/51","33/191179",0.00876652752695384,1,"ZCCHC13",0.0204900187038723
"GO:0000289","BP","nuclear-transcribed mRNA poly(A) tail shortening","1/51","34/191179",0.00903100027080461,1,"POLR2G",0.0209419651948973
"GO:0071353","BP","cellular response to interleukin-4","1/51","34/191179",0.00903100027080461,1,"RPL3",0.0209419651948973
"GO:0051173","BP","positive regulation of nitrogen compound metabolic process","4/51","3074/191179",0.00915138790140895,4,"POLR2G/RBM4/RPS27L/ZCCHC13",0.0211379116624701
"GO:0009607","BP","response to biotic stimulus","3/51","1614/191179",0.00925430230228059,3,"RNASE10/RNASE13/RNASE3",0.021292125218919
"GO:0000154","BP","rRNA modification","1/51","36/191179",0.00955973823269274,1,"NOP2",0.021824363639752
"GO:0070670","BP","response to interleukin-4","1/51","36/191179",0.00955973823269274,1,"RPL3",0.021824363639752
"GO:0006270","BP","DNA replication initiation","1/51","37/191179",0.0098240034861945,1,"PURA",0.0221698775991133
"GO:0035883","BP","enteroendocrine cell differentiation","1/51","37/191179",0.0098240034861945,1,"RBM4",0.0221698775991133
"GO:0036260","BP","RNA capping","1/51","37/191179",0.0098240034861945,1,"CMTR2",0.0221698775991133
"GO:0002385","BP","mucosal immune response","1/51","39/191179",0.0103523266269434,1,"RNASE3",0.023272978562098
"GO:0003352","BP","regulation of cilium movement","1/51","40/191179",0.0106163845496287,1,"RNASE10",0.0237758574134269
"GO:0009394","BP","2'-deoxyribonucleotide metabolic process","1/51","42/191179",0.0111442931881823,1,"NUDT16",0.0246766492024037
"GO:0043412","BP","macromolecule modification","4/51","3253/191179",0.0110863415987754,4,"CMTR2/LCMT2/NOP2/TRMT12",0.0246766492024037
"GO:0045292","BP","mRNA cis splicing, via spliceosome","1/51","42/191179",0.0111442931881823,1,"NCBP2L",0.0246766492024037
"GO:0002251","BP","organ or tissue specific immune response","1/51","43/191179",0.0114081439394622,1,"RNASE3",0.0249791701871496
"GO:0009262","BP","deoxyribonucleotide metabolic process","1/51","43/191179",0.0114081439394622,1,"NUDT16",0.0249791701871496
"GO:0019692","BP","deoxyribose phosphate metabolic process","1/51","43/191179",0.0114081439394622,1,"NUDT16",0.0249791701871496
"GO:0000184","BP","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1/51","44/191179",0.0116719256690112,1,"PNRC2",0.0253681336496221
"GO:0042771","BP","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/51","44/191179",0.0116719256690112,1,"RPS27L",0.0253681336496221
"GO:0006356","BP","regulation of transcription by RNA polymerase I","1/51","48/191179",0.0127263627237244,1,"POLR2K",0.0275581898686532
"GO:0007049","BP","cell cycle","3/51","1824/191179",0.0128496413418294,3,"MCTS1/NUDT16/RPS27L",0.0277232188657052
"GO:1901137","BP","carbohydrate derivative biosynthetic process","2/51","650/191179",0.0131817767994407,2,"LCMT2/TRMT12",0.0283360092513524
"GO:0051641","BP","cellular localization","4/51","3433/191179",0.0132817177636012,4,"DDX19A/NXF5/PURA/RBM4",0.0284470245918586
"GO:0006952","BP","defense response","3/51","1850/191179",0.0133429115471343,3,"RNASE10/RNASE13/RNASE3",0.0284745467437032
"GO:0010043","BP","response to zinc ion","1/51","51/191179",0.0135164666531781,1,"DDX19A",0.0287034866406291
"GO:0051179","BP","localization","5/51","5320/191179",0.0135476558337774,5,"DDX19A/HNRNPA1L2/NXF5/PURA/RBM4",0.0287034866406291
"GO:0000387","BP","spliceosomal snRNP assembly","1/51","52/191179",0.0137796968455134,1,"SMN1",0.0289865765785978
"GO:0000959","BP","mitochondrial RNA metabolic process","1/51","52/191179",0.0137796968455134,1,"FASTKD5",0.0289865765785978
"GO:0000381","BP","regulation of alternative mRNA splicing, via spliceosome","1/51","54/191179",0.0143059506599219,1,"RBM4",0.0298801593570709
"GO:0006195","BP","purine nucleotide catabolic process","1/51","54/191179",0.0143059506599219,1,"NUDT16",0.0298801593570709
"GO:0034661","BP","ncRNA catabolic process","1/51","55/191179",0.0145689743172999,1,"NUDT16",0.0302152319467944
